coverage_error_mean,coverage_error_std,method,posterior_mean_predictive_rmse_mean,posterior_mean_predictive_rmse_std,posterior_quality_objective_mean,posterior_quality_objective_std,prior_std_normalized_rmse_mean,prior_std_normalized_rmse_std,range_normalized_rmse_mean,range_normalized_rmse_std,raw_rmse_mean,raw_rmse_std,replicates,round,simulations_mean
0.1679166666666667,0.07291666666666666,random,0.9768143038131968,0.03470699682678158,-0.39678809925323644,0.035311839006787915,0.8907157956855433,0.04715325646785973,0.2571275022052501,0.013611972657443142,0.19408952406894647,0.012290284007841006,2,0,80.0
0.1679166666666667,0.07291666666666666,fixed_dumb,0.9768143038131968,0.03470699682678158,-0.39678809925323644,0.035311839006787915,0.8907157956855433,0.04715325646785973,0.2571275022052501,0.013611972657443142,0.19408952406894647,0.012290284007841006,2,0,80.0
0.1679166666666667,0.07291666666666666,bo,0.9768143038131968,0.03470699682678158,-0.39678809925323644,0.035311839006787915,0.8907157956855433,0.04715325646785973,0.2571275022052501,0.013611972657443142,0.19408952406894647,0.012290284007841006,2,0,80.0
0.1679166666666667,0.07291666666666666,bo_marginal_random,0.9768143038131968,0.03470699682678158,-0.39678809925323644,0.035311839006787915,0.8907157956855433,0.04715325646785973,0.2571275022052501,0.013611972657443142,0.19408952406894647,0.012290284007841006,2,0,80.0
0.34125000000000005,0.0029166666666666785,random,0.9369573654417319,0.03312529877743353,-0.45698090601805724,0.023603863077706844,0.9629255732886348,0.0677653326835872,0.277972669473884,0.019562166533296815,0.20099807709901474,0.014868761057224747,2,1,85.0
0.37,0.020833333333333343,fixed_dumb,0.9568702348157867,0.04406170070385512,-0.4671241820523354,0.009055580120458623,0.9662666615268944,0.03414822477607177,0.2789371585707568,0.009857743383406448,0.20264982213099444,0.008147075682389454,2,1,85.0
0.3720833333333334,0.007916666666666683,bo,0.9531138371785604,0.07133942514883679,-0.46515147548049407,0.020678107874667534,0.9589300402261896,0.0537743995451469,0.27681925842930466,0.015523332026450537,0.2029843435192694,0.01580903027309813,2,1,85.0
0.36750000000000005,0.003333333333333327,bo_marginal_random,0.9603467428459862,0.027219867875366344,-0.46632471895239963,0.019280239859950976,0.9644580059123793,0.054472719866062114,0.278415044667801,0.015724919739081022,0.20351520534558043,0.014844875661417775,2,1,85.0
0.255,0.026666666666666658,random,0.9409129825857373,0.06224795153143681,-0.4229143471417047,0.02504642615068786,0.9182399767655429,0.04210603157053444,0.265073048883131,0.012154964330877482,0.2012547775182974,0.0077285218454204024,2,2,90.0
0.2908333333333334,0.037500000000000006,fixed_dumb,0.9853730069914715,0.09353931501129881,-0.44982564882958964,0.03340225003008604,0.965029479203765,0.05082986641558773,0.27858001479710914,0.014673318528956175,0.21191573559949362,0.010881220551160864,2,2,90.0
0.27958333333333335,0.04541666666666665,bo,0.9709028410028011,0.06387478346479808,-0.44162432670459073,0.025885476008129987,0.951374664314133,0.028211058103131237,0.2746382092709773,0.008143830994983503,0.2082445394255268,0.00569934570338082,2,2,90.0
0.27416666666666667,0.013333333333333336,bo_marginal_random,0.9975259441130531,0.08762151977295035,-0.44228944601437115,0.02450820214510105,0.949147162678148,0.0429989124345444,0.2739951849363992,0.012412716834472676,0.2083224965308444,0.010206799920308637,2,2,90.0
0.30833333333333335,0.030000000000000027,random,0.9536410166058303,0.030514844620150416,-0.4409209302227422,0.023358922147042882,0.9300194684438537,0.04436626557048107,0.2684734952288258,0.012807437685027817,0.19958989580697806,0.005205482763964944,2,3,95.0
0.23750000000000004,0.060833333333333364,fixed_dumb,0.9815084850681173,0.013239819649552231,-0.4277870313667439,0.016250570077260856,0.9362122000541309,0.0009759940752194773,0.2702611828599321,0.00028174522102769606,0.1976792602028518,0.006173316417076441,2,3,95.0
0.32125000000000004,0.02708333333333332,bo,1.0127983961062217,0.007859986303134558,-0.4514094029976675,0.009431571045303705,0.9346737250707897,0.011939844930259347,0.26981706338704536,0.003446736342283818,0.1989928141987279,0.00247903025331489,2,3,95.0
0.2329166666666667,0.020416666666666666,bo_marginal_random,0.9544235547319277,0.027771707323421657,-0.41786718084935337,0.005751541564474882,0.9152006080479406,0.011862974048516883,0.2641956587094939,0.0034245456301503774,0.19210551377085974,0.008137960961872248,2,3,95.0
0.33625000000000005,0.008750000000000008,random,0.9163663830447581,0.031401490915190344,-0.4452992517550092,0.011010515188346448,0.9339221884453144,0.03484147019085898,0.26960011345053336,0.010057866096827378,0.20630696189225245,0.008325759289047704,2,4,100.0
0.3204166666666667,0.011250000000000038,fixed_dumb,0.9804343034474312,0.0430315103360579,-0.44436926440525415,0.00949150812882446,0.9222189080036823,0.008230210400883453,0.2662216673938444,0.0023758570952186475,0.20240605754649899,0.0011277183479963815,2,4,100.0
0.30375,0.03208333333333335,bo,0.9771531682630072,0.07339207923019408,-0.44024842739489223,0.01929318387867965,0.9235142851592935,0.013624805710569732,0.2665956105685915,0.003933142622326913,0.20272851003668133,0.0017689149726405895,2,4,100.0
0.27541666666666664,0.06375,bo_marginal_random,0.9364422097721411,0.05048968927941666,-0.42173265112152414,0.00872321114348637,0.8980138308119503,0.007500888261856076,0.25923426347764333,0.0021653199285719404,0.1930494804177599,0.0024822253540902617,2,4,100.0
0.35083333333333333,0.044999999999999984,random,0.9280168148096531,0.03372294180982949,-0.44498467510135353,0.03423817842514232,0.9161670978633956,0.0679514162925477,0.2644746602870549,0.01961588424415936,0.19594289120648378,0.02059753144602429,2,5,105.0
0.3620833333333333,0.02291666666666667,fixed_dumb,0.9413003515192564,0.07700903184405022,-0.4549674601667667,0.028622252345567673,0.9364041418424439,0.052627263916650846,0.2703165916815078,0.01519218249449597,0.1988793028430943,0.015635874617836706,2,5,105.0
0.37125,0.03708333333333336,bo,0.9086563285419433,0.08050342591790577,-0.4548047514566371,0.03062758953969491,0.9392101574075598,0.04609476889392633,0.2711266186024428,0.013306413614570994,0.2014483498604111,0.011741290713881511,2,5,105.0
0.3325,0.03,bo_marginal_random,0.9363730248942701,0.08089224735874206,-0.43998906978959196,0.029492813508297938,0.9118442697519913,0.04816344432276409,0.2632267673001649,0.01390358877242373,0.19533306717148557,0.006409863612753933,2,5,105.0
0.3454166666666667,0.05541666666666667,random,0.9428124382685912,0.06974934870973598,-0.45805514424451077,0.03330199568123485,0.9610101477578727,0.04320737274826825,0.277419733750985,0.012472894143594593,0.20389108317071092,0.01122187668800177,2,6,110.0
0.32666666666666666,0.06416666666666665,fixed_dumb,0.9723079682060773,0.0578792181260237,-0.45448687766782114,0.03763107369733737,0.9546697347776996,0.05473795046548574,0.2755894141805467,0.015801485218068317,0.20304989726082173,0.015644188636902825,2,6,110.0
0.3441666666666667,0.03749999999999998,bo,0.9614465306740041,0.016377092182610686,-0.45408161890301435,0.017155389390033332,0.9418729449995129,0.021278868304311027,0.2718952991689472,0.0061426801717722745,0.2011334405644349,0.004022490120860089,2,6,110.0
0.3329166666666667,0.05458333333333332,bo_marginal_random,0.8955276777443787,0.017652139814423373,-0.43133044087459826,0.023401467154568256,0.8956382987277198,0.027679626272654245,0.25854850643349375,0.007990419839792595,0.18752929813859504,0.009983212459089327,2,6,110.0
0.3225,0.010833333333333334,random,0.9442595685747199,0.046871082966902566,-0.4379220577632191,0.019326767654962385,0.9106122052206381,0.04133132575372567,0.2628711009057471,0.011931326024938793,0.1938839269165546,0.008692418309663871,2,7,115.0
0.37625,0.008750000000000008,fixed_dumb,0.9632450266783561,0.00696596498030172,-0.4741744455606862,0.013237703997823508,0.9830685392809373,0.0358659484625366,0.2837874428928506,0.010353607499793333,0.20747392293800138,0.012950408158141982,2,7,115.0
0.32833333333333337,0.01999999999999999,bo,0.9261479050176511,0.049075391975708926,-0.4370316121968323,0.023312373029491712,0.9087498607386035,0.04643570652781004,0.26233348836173387,0.013404833831920815,0.19134388075890824,0.011287473608511303,2,7,115.0
0.33458333333333334,0.04374999999999998,bo_marginal_random,0.9287883896353155,0.06857157266552144,-0.43710797209412744,0.031227210638183678,0.9026870297056226,0.04653172983009285,0.26058329979726247,0.013432553371631545,0.19191777754036737,0.011199917698176062,2,7,115.0
0.35750000000000004,0.04500000000000001,random,0.9399507089622712,0.06205887783086661,-0.44407199452590895,0.03434367104889027,0.9030979547151003,0.05850099728716668,0.2607019236296818,0.01688778326580362,0.1926219588960646,0.013303621840555058,2,8,120.0
0.33208333333333334,0.04291666666666666,fixed_dumb,1.0065317990263827,0.04904588705477403,-0.4734854698696269,0.019418800655647744,1.0039363350100703,0.013111781479954732,0.28981145663365526,0.0037850452835037074,0.21845916999975165,0.0022736505589349976,2,8,120.0
0.3275,0.055833333333333346,bo,0.921445165383981,0.05520437658219696,-0.43094760656893927,0.04327677202394714,0.890025011649056,0.08243869381336638,0.2569280900305412,0.023798001032394114,0.18746591548722558,0.019923197353437685,2,8,120.0
0.3383333333333334,0.013333333333333364,bo_marginal_random,0.9913991552399957,0.09326309991798604,-0.4463106082715065,0.024887454216995203,0.9096292958613967,0.04235837946010251,0.2625873594141736,0.012227810891863256,0.19014256900723442,0.01201505469431631,2,8,120.0
0.36375,0.027083333333333348,random,0.9084845223546408,0.027828690656324984,-0.45432717728808897,0.011414128221758468,0.9441104978964201,0.006444704097579912,0.2725412250526249,0.0018604258227926385,0.2010314726672272,0.00514502930690959,2,9,125.0
0.3762500000000001,0.03291666666666662,fixed_dumb,1.012723518945148,0.005989745132141455,-0.49137839352323703,0.0016941798646724071,1.0255249107071576,0.032300572168131814,0.2960435416287222,0.009324372018124916,0.2190285314731536,0.003840166801860015,2,9,125.0
0.35958333333333337,0.03125,bo,0.9765740441632601,0.05496869275011529,-0.470280454664919,0.008343821382215344,0.9793958087595533,0.017201162475479148,0.28272721691525965,0.004965547892796185,0.20420989072756052,0.0011487542780239807,2,9,125.0
0.34375,0.07291666666666666,bo_marginal_random,0.9072001991356735,0.06357659910468494,-0.4458774452698637,0.03597836501715637,0.9326051782540117,0.03946144670898133,0.2692199253562963,0.01139153844002122,0.1964471414163284,0.011599577776647801,2,9,125.0
0.3191666666666667,0.0016666666666666774,random,0.9350111507374246,0.027870560843013148,-0.4335512640516504,0.004469058611821619,0.9015618289276716,0.0043832519992746954,0.26025848231124127,0.0012653358608536447,0.19439882422699545,0.006411867715008665,2,10,130.0
0.3879166666666667,0.0012499999999999734,fixed_dumb,0.9884099736295207,0.03961928843291612,-0.48411975346585,0.004001564046663214,0.9986990734096003,0.0012198321267463674,0.28829958943623124,0.00035213520337160076,0.21599396745233873,0.011071202543995476,2,10,130.0
0.31833333333333336,0.033333333333333354,bo,0.8956388495516787,0.08495876251256829,-0.43241221664712526,0.020395772625348307,0.9119767060233476,0.012354936789981008,0.26326499835862405,0.0035665630407581694,0.19243635572389634,0.007739301790975345,2,10,130.0
0.32125000000000004,0.016250000000000042,bo_marginal_random,0.9352108157739086,0.052291934171507126,-0.4346396961621424,0.008858410674899675,0.90345888277084,0.03472797927719584,0.2608061145847515,0.010025104092050374,0.18769101266484983,0.000577180201530525,2,10,130.0
0.32708333333333334,0.005416666666666681,random,0.9243710286365361,0.08058113203208556,-0.44019228082857215,0.01749318685861362,0.9213967978396314,0.037375024825798076,0.2659843446315852,0.010789240322071736,0.19795517698805987,0.01275386274052323,2,11,135.0
